Canon_SMILES,chembl_id,activity_type,value,units,assay_chembl_id,assay_description
CCc1c(C)c2cc3nc(c4c5nc(cc6[nH]c(cc1[nH]2)C1(C)C6=CC=C(C(=O)OC)C1C(=O)OC)C(C)=C5C(=O)C4)[C@@H](CCC(=O)OC)[C@@H]3C,CHEMBL348010,K,10600000.0,M-1,CHEMBL804548,Compound was tested for its binding ability to site II of Human serum albumin (HSA) expressed as binding constant
CCc1c(C)c2cc3nc(c(CC(=O)OC)c4nc(cc5[nH]c(cc1[nH]2)C1(C)C5=CC=C(C(=O)OC)C1C(=O)OC)C(C)=C4C(=O)OC)[C@@H](CCC(=O)OC)[C@@H]3C,CHEMBL445389,K,17500000.0,M-1,CHEMBL804548,Compound was tested for its binding ability to site II of Human serum albumin (HSA) expressed as binding constant
CCCCCCN1C(=O)C2=C(C)c3cc4[nH]c(cc5[nH]c(cc6nc(c(c2n3)C1=O)[C@@H](CCC(=O)OC)[C@@H]6C)c(C)c5CC)C1(C)C4=CC=C(C(=O)OC)C1C(=O)OC,CHEMBL358923,K,16100000.0,M-1,CHEMBL804548,Compound was tested for its binding ability to site II of Human serum albumin (HSA) expressed as binding constant
CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3cc(O)ccc3nc2-1,CHEMBL273862,K,130.0,1/Maa,CHEMBL702883,Association constant for the binding of the lactone form to human serum albumin;(M aa)e-1
CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3cc(O)ccc3nc2-1,CHEMBL273862,K,260.0,1/Maa,CHEMBL702882,Association constant for the binding of the carboxylate form to human serum albumin;(M aa)e-1
CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3cc(O)ccc3nc2-1,CHEMBL273862,Activity,1.7,,CHEMBL702881,Binding parameter of the lactone form to human serum albumin; n value
CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3cc(O)ccc3nc2-1,CHEMBL273862,Activity,1.7,,CHEMBL702880,Binding parameter of the carboxylate form to human serum albumin; n value
Cc1ccc(S(=O)(=O)N[C@@H](CNC(=O)c2cc3cc(OCC4CCNCC4)ccc3[nH]2)C(=O)O)cc1,CHEMBL327216,Binding,85.0,%,CHEMBL646311,Protein Binding Assay measures the ability of a compound to bind to human albumin in pH 7.4 buffer.
O=C(O)CC(NC(=O)c1cc2cc(OCC3CCNCC3)ccc2[nH]1)c1cccnc1,CHEMBL94555,Binding,47.0,%,CHEMBL646311,Protein Binding Assay measures the ability of a compound to bind to human albumin in pH 7.4 buffer.
Cn1c(C(=O)NC[C@H](NS(=O)(=O)c2ccccc2)C(=O)O)cc2cc(OCC3CCNCC3)ccc21,CHEMBL96139,Binding,94.0,%,CHEMBL646311,Protein Binding Assay measures the ability of a compound to bind to human albumin in pH 7.4 buffer.
O=C(NC[C@H](NS(=O)(=O)c1ccccc1)C(=O)O)c1cc2cc(OCCN3CCNCC3)ccc2[nH]1,CHEMBL96174,Binding,57.0,%,CHEMBL646311,Protein Binding Assay measures the ability of a compound to bind to human albumin in pH 7.4 buffer.
CC[C@H](C)[C@H]1NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H]2CCCN2C(=O)[C@H](CC(N)=O)NC(=O)[C@@H](CC(=O)O)NC(=O)[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](C)NC(C)=O)CSSC[C@H](C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@H](C(=O)N[C@@H](CCC(=O)O)C(=O)NCC(N)=O)C(C)C)NC(=O)[C@@H](Cc2ccc(O)cc2)NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@@H](CCCN=C(N)N)NC(=O)[C@H](CC(=O)O)NC1=O,CHEMBL409918,k'/k'+1,0.21,,CHEMBL810830,Compound was measured for its retention time in human serum albumin;where k`=tt-t0/t0; tt=retention time of compound and t0=retention time of DMSO
CC[C@H](C)[C@H]1NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H]2CCCN2C(=O)[C@H](CC(N)=O)NC(=O)[C@@H](CC(=O)O)NC(=O)[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](C)NC(C)=O)CSSC[C@H](C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@H](C(=O)N[C@@H](CCC(=O)O)C(=O)NCC(N)=O)C(C)C)NC(=O)[C@@H](Cc2ccc(O)cc2)NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@@H](CCCN=C(N)N)NC(=O)[C@H](CC(=O)O)NC1=O,CHEMBL409918,k'/k'+1,0.39,,CHEMBL810832,Compound was measured for its retention time in rabbit serum albumin;where k`=tt-t0/t0; tt=retention time of compound and t0=retention time of DMSO
O=C(NC[C@H](NS(=O)(=O)c1ccccc1)C(=O)O)c1cc2cc(OCC3CCNCC3)ccc2[nH]1,CHEMBL96097,Binding,66.0,%,CHEMBL646311,Protein Binding Assay measures the ability of a compound to bind to human albumin in pH 7.4 buffer.
Cn1c(C(=O)NC[C@H](NS(=O)(=O)c2ccccc2)C(=O)O)cc2cc(OCCC3CCNCC3)ccc21,CHEMBL317751,Binding,94.0,%,CHEMBL646311,Protein Binding Assay measures the ability of a compound to bind to human albumin in pH 7.4 buffer.
CC[C@H](C)[C@@H]1NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@@H]2CCCN2C(=O)[C@H](CC(N)=O)NC(=O)[C@H](CC(=O)O)NC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](C)NC(=O)CCCCCOP(=O)(O)OC2CCC(c3ccccc3)(c3ccccc3)CC2)CSSC[C@@H](C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@H](C(=O)N[C@@H](CCC(=O)O)C(=O)NCC(N)=O)C(C)C)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CC(=O)O)NC1=O,CHEMBL2372340,k'/k'+1,0.78,,CHEMBL810830,Compound was measured for its retention time in human serum albumin;where k`=tt-t0/t0; tt=retention time of compound and t0=retention time of DMSO
CC[C@H](C)[C@@H]1NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@@H]2CCCN2C(=O)[C@H](CC(N)=O)NC(=O)[C@H](CC(=O)O)NC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](C)NC(=O)CCCCCOP(=O)(O)OC2CCC(c3ccccc3)(c3ccccc3)CC2)CSSC[C@@H](C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@H](C(=O)N[C@@H](CCC(=O)O)C(=O)NCC(N)=O)C(C)C)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CC(=O)O)NC1=O,CHEMBL2372340,k'/k'+1,0.97,,CHEMBL810832,Compound was measured for its retention time in rabbit serum albumin;where k`=tt-t0/t0; tt=retention time of compound and t0=retention time of DMSO
O=C(NC[C@H](NS(=O)(=O)c1ccccc1)C(=O)O)c1cc2cc(OCCn3ccnc3)ccc2[nH]1,CHEMBL330154,Binding,98.0,%,CHEMBL646311,Protein Binding Assay measures the ability of a compound to bind to human albumin in pH 7.4 buffer.
CC[C@H](C)[C@@H]1NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@@H]2CCCN2C(=O)[C@H](CC(N)=O)NC(=O)[C@H](CC(=O)O)NC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](C)NC(=O)CCCCCOP(=O)(O)Oc2ccc3ccccc3c2)CSSC[C@@H](C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@H](C(=O)N[C@@H](CCC(=O)O)C(=O)NCC(N)=O)C(C)C)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CC(=O)O)NC1=O,CHEMBL2372335,k'/k'+1,0.92,,CHEMBL810830,Compound was measured for its retention time in human serum albumin;where k`=tt-t0/t0; tt=retention time of compound and t0=retention time of DMSO
CC[C@H](C)[C@@H]1NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@@H]2CCCN2C(=O)[C@H](CC(N)=O)NC(=O)[C@H](CC(=O)O)NC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](C)NC(=O)CCCCCOP(=O)(O)Oc2ccc3ccccc3c2)CSSC[C@@H](C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@H](C(=O)N[C@@H](CCC(=O)O)C(=O)NCC(N)=O)C(C)C)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CC(=O)O)NC1=O,CHEMBL2372335,k'/k'+1,0.97,,CHEMBL810832,Compound was measured for its retention time in rabbit serum albumin;where k`=tt-t0/t0; tt=retention time of compound and t0=retention time of DMSO
O=C(NC[C@H](NS(=O)(=O)c1ccccc1)C(=O)O)c1cc2cc(OCCCc3c[nH]cn3)ccc2[nH]1,CHEMBL441810,Binding,98.0,%,CHEMBL646311,Protein Binding Assay measures the ability of a compound to bind to human albumin in pH 7.4 buffer.
O=C(NC[C@H](NS(=O)(=O)c1ccccc1)C(=O)O)c1cc2ccc(OCC3CCNCC3)cc2[nH]1,CHEMBL94672,Binding,57.0,%,CHEMBL646311,Protein Binding Assay measures the ability of a compound to bind to human albumin in pH 7.4 buffer.
O=C(NC[C@H](NS(=O)(=O)c1ccccc1)C(=O)O)c1cc2cc(OCc3ccncc3)ccc2[nH]1,CHEMBL328969,Binding,99.0,%,CHEMBL646311,Protein Binding Assay measures the ability of a compound to bind to human albumin in pH 7.4 buffer.
Nc1cc(COc2ccc3[nH]c(C(=O)NC[C@H](NS(=O)(=O)c4ccccc4)C(=O)O)cc3c2)ccn1,CHEMBL96788,Binding,99.0,%,CHEMBL646311,Protein Binding Assay measures the ability of a compound to bind to human albumin in pH 7.4 buffer.
CC[C@H](C)[C@@H]1NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@@H]2CCCN2C(=O)[C@H](CC(N)=O)NC(=O)[C@H](CC(=O)O)NC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](C)NC(=O)CCCCCOP(=O)(O)OCCCCCc2ccccc2)CSSC[C@@H](C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@H](C(=O)N[C@@H](CCC(=O)O)C(=O)NCC(N)=O)C(C)C)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CC(=O)O)NC1=O,CHEMBL2372334,k'/k'+1,0.92,,CHEMBL810830,Compound was measured for its retention time in human serum albumin;where k`=tt-t0/t0; tt=retention time of compound and t0=retention time of DMSO
CC[C@H](C)[C@@H]1NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@@H]2CCCN2C(=O)[C@H](CC(N)=O)NC(=O)[C@H](CC(=O)O)NC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](C)NC(=O)CCCCCOP(=O)(O)OCCCCCc2ccccc2)CSSC[C@@H](C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@H](C(=O)N[C@@H](CCC(=O)O)C(=O)NCC(N)=O)C(C)C)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CC(=O)O)NC1=O,CHEMBL2372334,k'/k'+1,0.98,,CHEMBL810832,Compound was measured for its retention time in rabbit serum albumin;where k`=tt-t0/t0; tt=retention time of compound and t0=retention time of DMSO
O=C(NC[C@H](NS(=O)(=O)c1ccccc1)C(=O)O)c1cc2cc(OCCC3CCNCC3)ccc2[nH]1,CHEMBL57040,Binding,76.0,%,CHEMBL646311,Protein Binding Assay measures the ability of a compound to bind to human albumin in pH 7.4 buffer.
O=C(O)CCNC(=O)c1cc2cc(OCC3CCNCC3)ccc2[nH]1,CHEMBL328727,Binding,52.0,%,CHEMBL646311,Protein Binding Assay measures the ability of a compound to bind to human albumin in pH 7.4 buffer.
CC[C@H](C)[C@H]1NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H]2CCCN2C(=O)[C@H](CC(N)=O)NC(=O)[C@@H](CC(=O)O)NC(=O)[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](C)NC(=O)CCC(=O)NS(=O)(=O)c2ccc3ccccc3c2)CSSC[C@H](C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@H](C(=O)N[C@@H](CCC(=O)O)C(=O)NCC(N)=O)C(C)C)NC(=O)[C@@H](Cc2ccc(O)cc2)NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@@H](CCCN=C(N)N)NC(=O)[C@H](CC(=O)O)NC1=O,CHEMBL438599,k'/k'+1,0.97,,CHEMBL810830,Compound was measured for its retention time in human serum albumin;where k`=tt-t0/t0; tt=retention time of compound and t0=retention time of DMSO
CC[C@H](C)[C@H]1NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H]2CCCN2C(=O)[C@H](CC(N)=O)NC(=O)[C@@H](CC(=O)O)NC(=O)[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](C)NC(=O)CCC(=O)NS(=O)(=O)c2ccc3ccccc3c2)CSSC[C@H](C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@H](C(=O)N[C@@H](CCC(=O)O)C(=O)NCC(N)=O)C(C)C)NC(=O)[C@@H](Cc2ccc(O)cc2)NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@@H](CCCN=C(N)N)NC(=O)[C@H](CC(=O)O)NC1=O,CHEMBL438599,k'/k'+1,0.98,,CHEMBL810832,Compound was measured for its retention time in rabbit serum albumin;where k`=tt-t0/t0; tt=retention time of compound and t0=retention time of DMSO
CC1(C)C2CCC1(Cc1ccc(S(=O)(=O)N[C@@H](CNC(=O)c3cc4cc(OCC5CCNCC5)ccc4[nH]3)C(=O)O)cc1)C(=O)C2,CHEMBL94393,Binding,63.0,%,CHEMBL646311,Protein Binding Assay measures the ability of a compound to bind to human albumin in pH 7.4 buffer.
O=C(c1ccc2oc(-c3cncc(Cn4cc(C(F)(F)F)ccc4=O)c3)cc2c1)N1CCC(N2C(=O)OCc3ccccc32)CC1,CHEMBL286771,Binding,96.0,%,CHEMBL809803,Compound was tested for Serum albumin binding
O=C(c1ccc2oc(CN3CCC[C@@H](n4cc(C(F)(F)F)ccc4=O)C3)cc2c1)N1CCC(N2C(=O)OCc3ccccc32)CC1,CHEMBL281988,Binding,96.0,%,CHEMBL809803,Compound was tested for Serum albumin binding
O=C(c1ccc2oc(-c3cccc(Cn4cc(C(F)(F)F)ccc4=O)c3)cc2c1)N1CCC(N2C(=O)OCc3ccccc32)CC1,CHEMBL31556,Binding,98.0,%,CHEMBL809803,Compound was tested for Serum albumin binding
O=C(Cn1cc(C(F)(F)F)ccc1=O)NCc1cc2cc(C(=O)N3CCC(N4C(=O)OCc5ccccc54)CC3)ccc2o1,CHEMBL31065,Binding,96.2,%,CHEMBL809803,Compound was tested for Serum albumin binding
O=C(c1ccc2oc(-c3cc(Cn4cc(C(F)(F)F)ccc4=O)ccn3)cc2c1)N1CCC(N2C(=O)OCc3ccccc32)CC1,CHEMBL29368,Binding,96.0,%,CHEMBL809803,Compound was tested for Serum albumin binding
COc1cc(OC2CCN(C(C)=O)CC2)ccc1C(=O)N1CCC(N2C(=O)OCc3ccccc32)CC1,CHEMBL24781,Binding,83.7,%,CHEMBL809803,Compound was tested for Serum albumin binding
O=C(c1ccc2oc(CN3CCC(n4cc(C(F)(F)F)ccc4=O)CC3)cc2c1)N1CCC(N2C(=O)OCc3ccccc32)CC1,CHEMBL30587,Binding,93.0,%,CHEMBL809803,Compound was tested for Serum albumin binding
O=C(c1ccc2oc(CN3CCCC[C@H]3Cn3cc(C(F)(F)F)ccc3=O)cc2c1)N1CCC(N2C(=O)OCc3ccccc32)CC1,CHEMBL283676,Binding,98.0,%,CHEMBL809803,Compound was tested for Serum albumin binding
O=C(c1ccc2oc(-c3cccc(Cn4cc(C(F)(F)F)ccc4=O)n3)cc2c1)N1CCC(N2C(=O)OCc3ccccc32)CC1,CHEMBL445875,Binding,98.0,%,CHEMBL809803,Compound was tested for Serum albumin binding
O=C(Cn1cc(C(F)(F)F)ccc1=O)NCc1cc2cc(C(=O)N3CCC(N4C(=O)OCc5ccccc54)CC3)cnc2o1,CHEMBL284442,Binding,86.2,%,CHEMBL809803,Compound was tested for Serum albumin binding
COc1cccc(-c2c(O)nc3cc(Cl)ccc3c2O)c1,CHEMBL336156,HSAI,10.0,,CHEMBL808309,Human serum albumin index was measured by retention time on an HPLC column containing human albumin
Oc1nc2cc(Cl)ccc2c(O)c1-c1cccc(Cc2ccoc2)c1,CHEMBL130778,HSAI,50.0,,CHEMBL808309,Human serum albumin index was measured by retention time on an HPLC column containing human albumin
CC(=O)c1cc(Cc2cccc(-c3c(O)nc4cc(Cl)ccc4c3O)c2)ccc1O,CHEMBL335840,HSAI,75.0,,CHEMBL808309,Human serum albumin index was measured by retention time on an HPLC column containing human albumin
O=C(O)c1cccc(-c2c(O)nc3cc(Cl)ccc3c2O)c1,CHEMBL132062,HSAI,9.0,,CHEMBL808309,Human serum albumin index was measured by retention time on an HPLC column containing human albumin
Oc1nc2ccccc2c(O)c1-c1ccccc1,CHEMBL324519,HSAI,2.0,,CHEMBL808309,Human serum albumin index was measured by retention time on an HPLC column containing human albumin
Oc1nc2cc(Cl)ccc2c(O)c1-c1cccc(-c2ccccc2)c1,CHEMBL130399,HSAI,117.0,,CHEMBL808309,Human serum albumin index was measured by retention time on an HPLC column containing human albumin
Oc1nc2cc(Cl)ccc2c(O)c1-c1cccc(-n2ccc3ccccc32)c1,CHEMBL130575,HSAI,322.0,,CHEMBL808309,Human serum albumin index was measured by retention time on an HPLC column containing human albumin
Oc1nc2cc(Cl)ccc2c(O)c1-c1cccc(C2=CCc3ccccc32)c1,CHEMBL130144,HSAI,571.0,,CHEMBL808309,Human serum albumin index was measured by retention time on an HPLC column containing human albumin
CNCc1ccc(Cc2cccc(-c3c(O)nc4cc(Cl)ccc4c3O)c2)cc1,CHEMBL131076,HSAI,13.0,,CHEMBL808309,Human serum albumin index was measured by retention time on an HPLC column containing human albumin
C=C(C)COc1cccc(C2=C(O)/C(=C/CC)NC2=O)c1,CHEMBL133380,HSAI,13.0,,CHEMBL808309,Human serum albumin index was measured by retention time on an HPLC column containing human albumin
COc1ccc(CCOc2c(I)cc(C[C@@H](N)C(=O)O)cc2I)cc1,CHEMBL280062,HSAI,32.0,,CHEMBL808309,Human serum albumin index was measured by retention time on an HPLC column containing human albumin
Oc1nc2cc(Cl)ccc2c(O)c1-c1ccsc1,CHEMBL132903,HSAI,11.0,,CHEMBL808309,Human serum albumin index was measured by retention time on an HPLC column containing human albumin
Cc1ccc(-c2c(O)nc3cc(Cl)ccc3c2O)cc1,CHEMBL130735,HSAI,13.0,,CHEMBL808309,Human serum albumin index was measured by retention time on an HPLC column containing human albumin
C=C(C)COc1cccc(-c2c(O)nc3cc(Cl)ccc3c2O)c1,CHEMBL130879,HSAI,31.0,,CHEMBL808309,Human serum albumin index was measured by retention time on an HPLC column containing human albumin
Oc1ccccc1-c1cc2ccc(Cl)cc2nc1O,CHEMBL338286,HSAI,15.0,,CHEMBL808309,Human serum albumin index was measured by retention time on an HPLC column containing human albumin
CCOC(=O)c1c(O)nc2cc(I)ccc2c1O,CHEMBL335157,HSAI,7.0,,CHEMBL808309,Human serum albumin index was measured by retention time on an HPLC column containing human albumin
O=C(/C=C/c1c(C(=O)O)[nH]c2cc(Cl)cc(Cl)c12)Nc1ccccc1,CHEMBL44793,HSAI,197.0,,CHEMBL808309,Human serum albumin index was measured by retention time on an HPLC column containing human albumin
Cc1cccc(-c2c(O)nc3cc(Cl)ccc3c2O)c1,CHEMBL336729,HSAI,14.0,,CHEMBL808309,Human serum albumin index was measured by retention time on an HPLC column containing human albumin
O=C(Cc1ccccc1)c1c(O)nc2cc(Cl)ccc2c1O,CHEMBL115077,HSAI,28.0,,CHEMBL808309,Human serum albumin index was measured by retention time on an HPLC column containing human albumin
Oc1nc2cc(Cl)ccc2c(O)c1-c1cccc(Cc2ccc(CCN3CCOCC3)cc2)c1,CHEMBL131832,HSAI,49.0,,CHEMBL808309,Human serum albumin index was measured by retention time on an HPLC column containing human albumin
CN(Cc1cccc(-c2c(O)nc3cc(Cl)ccc3c2O)c1)c1ccccc1,CHEMBL129925,HSAI,140.0,,CHEMBL808309,Human serum albumin index was measured by retention time on an HPLC column containing human albumin
O=C(O)c1cc(O)c2ccc(Cl)cc2n1,CHEMBL311389,HSAI,2.0,,CHEMBL808309,Human serum albumin index was measured by retention time on an HPLC column containing human albumin
N[C@H](Cc1cc(I)c(OCCc2ccc(O)cc2)c(I)c1)C(=O)O,CHEMBL15449,HSAI,16.0,,CHEMBL808309,Human serum albumin index was measured by retention time on an HPLC column containing human albumin
Oc1nc2cc(Cl)ccc2c(O)c1-c1cccc(Cc2ccccc2)c1,CHEMBL32240,HSAI,126.0,,CHEMBL808309,Human serum albumin index was measured by retention time on an HPLC column containing human albumin
O=C(Nc1ccccc1)N[C@H]1C=C(C(=O)O)Nc2cc(Cl)cc(Cl)c21,CHEMBL133796,HSAI,18.0,,CHEMBL808309,Human serum albumin index was measured by retention time on an HPLC column containing human albumin
COCOc1ccc(Cc2cccc(-c3c(O)nc4cc(Cl)ccc4c3O)c2)cc1,CHEMBL31718,HSAI,78.0,,CHEMBL808309,Human serum albumin index was measured by retention time on an HPLC column containing human albumin
CCc1cc(Cl)cc2nc(O)c(-c3ccccc3)c(O)c12,CHEMBL322420,HSAI,103.0,,CHEMBL808309,Human serum albumin index was measured by retention time on an HPLC column containing human albumin
Oc1nc2cc(Cl)ccc2c(O)c1-c1cccc(OCC2CC2)c1,CHEMBL129996,HSAI,21.0,,CHEMBL808309,Human serum albumin index was measured by retention time on an HPLC column containing human albumin
Oc1nc2cc(Cl)ccc2c(O)c1-c1cccc(Oc2ccsc2)c1,CHEMBL32076,HSAI,82.0,,CHEMBL808309,Human serum albumin index was measured by retention time on an HPLC column containing human albumin
Cc1ccccc1Oc1cccc(-c2c(O)nc3cc(Cl)ccc3c2O)c1,CHEMBL132660,HSAI,163.0,,CHEMBL808309,Human serum albumin index was measured by retention time on an HPLC column containing human albumin
Oc1nc2cc(Cl)ccc2c2oc3ccccc3c12,CHEMBL341030,HSAI,70.0,,CHEMBL808309,Human serum albumin index was measured by retention time on an HPLC column containing human albumin
Oc1nc2cc(Cl)ccc2c(O)c1-c1ccc(F)cc1,CHEMBL340980,HSAI,8.0,,CHEMBL808309,Human serum albumin index was measured by retention time on an HPLC column containing human albumin
Oc1nc2cc(Cl)ccc2c(O)c1-c1cccc(C#Cc2ccccc2)c1,CHEMBL130535,HSAI,577.0,,CHEMBL808309,Human serum albumin index was measured by retention time on an HPLC column containing human albumin
COc1ccc(-c2c(O)nc3cc(Cl)ccc3c2O)cc1,CHEMBL130895,HSAI,8.0,,CHEMBL808309,Human serum albumin index was measured by retention time on an HPLC column containing human albumin
O=c1[nH]c2cc(Cl)ccc2c(O)c1-c1cccc(Oc2ccccc2)c1,CHEMBL31741,HSAI,100.0,,CHEMBL808309,Human serum albumin index was measured by retention time on an HPLC column containing human albumin
CN(C)Cc1sccc1Oc1cccc(-c2c(O)nc3cc(Cl)ccc3c2O)c1,CHEMBL130951,HSAI,13.0,,CHEMBL808309,Human serum albumin index was measured by retention time on an HPLC column containing human albumin
O=C(CC1CCc2cc(Br)cc3[nH]c(=O)c(=O)n1c23)Nc1ccccc1,CHEMBL290738,HSAI,24.0,,CHEMBL808309,Human serum albumin index was measured by retention time on an HPLC column containing human albumin
O=C(OCCc1cccs1)c1c(O)nc2cc(Cl)ccc2c1O,CHEMBL324697,HSAI,44.0,,CHEMBL808309,Human serum albumin index was measured by retention time on an HPLC column containing human albumin
O=C(c1ccc(Br)s1)c1c(O)nc2cc(Cl)ccc2c1O,CHEMBL131592,HSAI,40.0,,CHEMBL808309,Human serum albumin index was measured by retention time on an HPLC column containing human albumin
Oc1nc2cc(Cl)ccc2c(O)c1-c1ccc(Oc2ccccc2)cc1,CHEMBL334378,HSAI,159.0,,CHEMBL808309,Human serum albumin index was measured by retention time on an HPLC column containing human albumin
O=C(CCc1c(C(=O)O)[nH]c2cc(Cl)cc(Cl)c12)Nc1ccccc1,CHEMBL43372,HSAI,142.0,,CHEMBL808309,Human serum albumin index was measured by retention time on an HPLC column containing human albumin
O=C(c1ccc(Cl)s1)c1c(O)nc2cc(Cl)ccc2c1O,CHEMBL132851,HSAI,26.0,,CHEMBL808309,Human serum albumin index was measured by retention time on an HPLC column containing human albumin
O=C(c1c(O)nc2cc(Cl)ccc2c1O)c1csc2ccccc12,CHEMBL133526,HSAI,59.0,,CHEMBL808309,Human serum albumin index was measured by retention time on an HPLC column containing human albumin
CC/C=C1\NC(=O)C(c2cccc(Oc3ccccc3)c2)=C1O,CHEMBL434801,HSAI,42.0,,CHEMBL808309,Human serum albumin index was measured by retention time on an HPLC column containing human albumin
COCCOCOc1ccc(Cc2cccc(-c3c(O)nc4cc(Cl)ccc4c3O)c2)cc1,CHEMBL335059,HSAI,56.0,,CHEMBL808309,Human serum albumin index was measured by retention time on an HPLC column containing human albumin
Oc1nc2cc(Cl)ccc2c(O)c1-c1cccc(NCc2ccsc2)c1,CHEMBL129888,HSAI,68.0,,CHEMBL808309,Human serum albumin index was measured by retention time on an HPLC column containing human albumin
CCc1cc(Cl)cc2nc(O)c(-c3cccc(Oc4ccccc4)c3)c(O)c12,CHEMBL131504,HSAI,837.0,,CHEMBL808309,Human serum albumin index was measured by retention time on an HPLC column containing human albumin
NCc1ccc(CC(=O)N[C@H]2C[C@H](C(=O)O)Nc3cc(Cl)cc(Cl)c32)cc1,CHEMBL133163,HSAI,2.0,,CHEMBL808309,Human serum albumin index was measured by retention time on an HPLC column containing human albumin
Nc1c(-c2ccccc2)c(O)nc2cc(Cl)ccc12,CHEMBL335431,HSAI,7.0,,CHEMBL808309,Human serum albumin index was measured by retention time on an HPLC column containing human albumin
Oc1nc2cc(Cl)ccc2c(O)c1-c1cccc(NCc2ccccc2)c1,CHEMBL131315,HSAI,76.0,,CHEMBL808309,Human serum albumin index was measured by retention time on an HPLC column containing human albumin
Cc1cn(-c2c(O)nc3cc(Cl)ccc3c2O)c2ccccc12,CHEMBL434620,HSAI,57.0,,CHEMBL808309,Human serum albumin index was measured by retention time on an HPLC column containing human albumin
COC(=O)c1c(O)c2ccc(Cl)cc2[nH]c1=O,CHEMBL104297,HSAI,3.0,,CHEMBL808309,Human serum albumin index was measured by retention time on an HPLC column containing human albumin
CCOC(=O)c1c(O)nc2cc([N+](=O)[O-])ccc2c1O,CHEMBL112353,HSAI,1.0,,CHEMBL808309,Human serum albumin index was measured by retention time on an HPLC column containing human albumin
